species,common,kingdom,class,lat,lon,date,year,basisOfRecord,datasetName
Zonotrichia albicollis,White-throated Sparrow,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Sphyrapicus varius,Yellow-bellied Sapsucker,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01712,-93.232895,2019-10-16,2019,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.01712,-93.232895,2019-10-16,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01712,-93.232895,2019-10-16,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-10-22,2019,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01712,-93.232895,2019-10-16,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Catharus guttatus,Hermit Thrush,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Certhia americana,Brown Creeper,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-10-20,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01712,-93.232895,2019-10-16,2019,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2019-10-22,2019,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01712,-93.232895,2019-10-16,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-10-20,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-10-22,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-10-20,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Setophaga coronata,Yellow-rumped Warbler,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.016293,-93.22777,2019-10-19,2019,HUMAN_OBSERVATION,EBIRD
Troglodytes hiemalis,Winter Wren,Animalia,Aves,45.01712,-93.232895,2019-10-02,2019,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2019-10-20,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-10-20,2019,HUMAN_OBSERVATION,EBIRD
Buteo jamaicensis,Red-tailed Hawk,Animalia,Aves,45.01931,-93.24225,2019-10-30,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-10-30,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-10-30,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-10-30,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.016308,-93.22796,2019-11-28,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016308,-93.22796,2019-11-28,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-11-06,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2019-11-22,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2019-11-22,2019,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.016308,-93.22796,2019-11-28,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.016308,-93.22796,2019-11-28,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.016308,-93.22796,2019-11-28,2019,HUMAN_OBSERVATION,EBIRD
Bubo virginianus,Great Horned Owl,Animalia,Aves,45.01931,-93.24225,2019-11-07,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-11-22,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-11-22,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-11-22,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-11-22,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-11-03,2019,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2019-11-03,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2019-11-03,2019,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2019-11-03,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2019-11-03,2019,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2019-11-03,2019,HUMAN_OBSERVATION,EBIRD
Meleagris gallopavo,Wild Turkey,Animalia,Aves,45.020065,-93.237015,2019-11-28,2019,HUMAN_OBSERVATION,EBIRD
Haliaeetus leucocephalus,Bald Eagle,Animalia,Aves,45.01931,-93.24225,2019-11-09,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2019-11-09,2019,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.019817,-93.2456,2019-12-23,2019,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2018-01-23,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2018-01-23,2018,HUMAN_OBSERVATION,EBIRD
Dryocopus pileatus,Pileated Woodpecker,Animalia,Aves,45.01931,-93.24225,2018-01-23,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2018-01-23,2018,HUMAN_OBSERVATION,EBIRD
Buteo jamaicensis,Red-tailed Hawk,Animalia,Aves,45.021114,-93.24442,2018-03-22,2018,HUMAN_OBSERVATION,EBIRD
Larus delawarensis,Ring-billed Gull,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Setophaga coronata,Yellow-rumped Warbler,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Regulus satrapa,Golden-crowned Kinglet,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Sayornis phoebe,Eastern Phoebe,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Certhia americana,Brown Creeper,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Regulus calendula,Ruby-crowned Kinglet,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Setophaga coronata,Yellow-rumped Warbler,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Setophaga coronata,Yellow-rumped Warbler,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Sphyrapicus varius,Yellow-bellied Sapsucker,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous purpureus,Purple Finch,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Larus delawarensis,Ring-billed Gull,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Sphyrapicus varius,Yellow-bellied Sapsucker,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Agelaius phoeniceus,Red-winged Blackbird,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Catharus guttatus,Hermit Thrush,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Catharus ustulatus,Swainson's Thrush,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Regulus calendula,Ruby-crowned Kinglet,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Catharus guttatus,Hermit Thrush,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01712,-93.232895,2018-04-13,2018,HUMAN_OBSERVATION,EBIRD
Setophaga coronata,Yellow-rumped Warbler,Animalia,Aves,45.01712,-93.232895,2018-04-21,2018,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01712,-93.232895,2018-04-22,2018,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01395,-93.240524,2018-04-27,2018,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Certhia americana,Brown Creeper,Animalia,Aves,45.01799,-93.23429,2018-04-30,2018,HUMAN_OBSERVATION,EBIRD
Scilla siberica,,Plantae,Liliopsida,45.021456,-93.242102,2018-04-28,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
"Astur Lacepède, 1799",Cooper's Hawk,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Regulus calendula,Ruby-crowned Kinglet,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Catharus ustulatus,Swainson's Thrush,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2018-05-05,2018,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2018-05-05,2018,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2018-05-05,2018,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2018-05-05,2018,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2018-05-04,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Petrochelidon pyrrhonota,Cliff Swallow,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2018-05-08,2018,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01712,-93.232895,2018-05-11,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01712,-93.232895,2018-05-13,2018,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01712,-93.232895,2018-05-13,2018,HUMAN_OBSERVATION,EBIRD
Catharus ustulatus,Swainson's Thrush,Animalia,Aves,45.01712,-93.232895,2018-05-13,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01712,-93.232895,2018-05-13,2018,HUMAN_OBSERVATION,EBIRD
Leiothlypis peregrina,Tennessee Warbler,Animalia,Aves,45.01712,-93.232895,2018-05-13,2018,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01712,-93.232895,2018-05-14,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01712,-93.232895,2018-05-14,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.0153,-93.24345,2018-05-16,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.0153,-93.24345,2018-05-16,2018,HUMAN_OBSERVATION,EBIRD
Agelaius phoeniceus,Red-winged Blackbird,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Buteo platypterus,Broad-winged Hawk,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Leiothlypis celata,Orange-crowned Warbler,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01712,-93.232895,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2018-05-04,2018,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2018-05-04,2018,HUMAN_OBSERVATION,EBIRD
Zonotrichia albicollis,White-throated Sparrow,Animalia,Aves,45.01931,-93.24225,2018-05-05,2018,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2018-05-04,2018,HUMAN_OBSERVATION,EBIRD
Agelaius phoeniceus,Red-winged Blackbird,Animalia,Aves,45.01931,-93.24225,2018-05-03,2018,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2018-05-05,2018,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2018-05-08,2018,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2018-05-07,2018,HUMAN_OBSERVATION,EBIRD
Melospiza melodia,Song Sparrow,Animalia,Aves,45.01931,-93.24225,2018-05-22,2018,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2018-05-17,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2018-05-17,2018,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2018-05-17,2018,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2018-05-22,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2018-05-17,2018,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2018-05-16,2018,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2018-05-19,2018,HUMAN_OBSERVATION,EBIRD
Zenaida macroura,Mourning Dove,Animalia,Aves,45.01931,-93.24225,2018-05-19,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2018-05-14,2018,HUMAN_OBSERVATION,EBIRD
Molothrus ater,Brown-headed Cowbird,Animalia,Aves,45.01931,-93.24225,2018-05-22,2018,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2018-05-16,2018,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2018-05-16,2018,HUMAN_OBSERVATION,EBIRD
Setophaga castanea,Bay-breasted Warbler,Animalia,Aves,45.01712,-93.232895,2018-05-11,2018,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2018-05-19,2018,HUMAN_OBSERVATION,EBIRD
Agelaius phoeniceus,Red-winged Blackbird,Animalia,Aves,45.01931,-93.24225,2018-05-14,2018,HUMAN_OBSERVATION,EBIRD
Setophaga coronata,Yellow-rumped Warbler,Animalia,Aves,45.01712,-93.232895,2018-05-11,2018,HUMAN_OBSERVATION,EBIRD
